customerid;personid;storeid;territoryid
24420;13810;NULL;1
24421;14213;NULL;1
24422;5732;NULL;4
24423;11542;NULL;4
24424;20744;NULL;4
24425;20260;NULL;1
24426;5164;NULL;4
24427;3120;NULL;4
24428;3177;NULL;4
24429;7517;NULL;1
24430;13462;NULL;4
24431;3921;NULL;6
24432;15468;NULL;4
24433;5449;NULL;4
24434;5154;NULL;1
24435;8092;NULL;1
24436;10423;NULL;4
24437;19897;NULL;4
24438;4401;NULL;1
24439;14106;NULL;1
24440;6872;NULL;4
24441;12886;NULL;1
24442;13590;NULL;5
24443;8107;NULL;4
24444;5913;NULL;4
24445;19015;NULL;4
24446;11733;NULL;4
24447;14966;NULL;4
24448;10623;NULL;1
24449;7585;NULL;4
24450;7480;NULL;1
24451;9223;NULL;1
24452;19141;NULL;1
24453;8885;NULL;9
24454;20757;NULL;9
24455;12554;NULL;9
24456;14745;NULL;9
24457;18795;NULL;9
24458;7893;NULL;9
24459;20586;NULL;9
24460;13408;NULL;9
24461;3266;NULL;9
24462;20052;NULL;9
24463;2516;NULL;9
24464;13984;NULL;9
24465;20003;NULL;9
24466;8690;NULL;9
24467;17778;NULL;9
24468;18883;NULL;9
24469;13307;NULL;9
24470;7184;NULL;9
24471;17019;NULL;9
24472;5426;NULL;9
24473;3872;NULL;9
24474;4979;NULL;9
24475;8806;NULL;9
24476;14139;NULL;9
24477;12264;NULL;9
24478;19829;NULL;9
24479;13845;NULL;9
24480;12052;NULL;9
24481;17910;NULL;9
24482;11174;NULL;9
24483;10895;NULL;9
24484;20360;NULL;9
24485;7902;NULL;9
24486;12834;NULL;4
24487;12383;NULL;6
24488;13304;NULL;6
24489;8811;NULL;6
24490;20659;NULL;1
24491;20643;NULL;6
24492;4967;NULL;4
24493;13946;NULL;6
24494;12803;NULL;9
24495;16243;NULL;9
24496;10027;NULL;6
24497;3944;NULL;1
24498;7669;NULL;1
24499;11786;NULL;4
24500;4292;NULL;1
24501;11824;NULL;6
24502;12938;NULL;9
24503;2403;NULL;9
24504;6687;NULL;9
24505;4107;NULL;9
24506;7053;NULL;9
24507;12342;NULL;1
24508;16128;NULL;1
24509;19551;NULL;1
24510;18214;NULL;1
24511;17458;NULL;1
24512;7108;NULL;4
24513;12521;NULL;4
24514;16137;NULL;4
24515;4691;NULL;4
24516;11346;NULL;4
24517;18321;NULL;4
24518;10922;NULL;4
24519;16968;NULL;4
24520;18918;NULL;4
24521;6854;NULL;1
24522;15915;NULL;4
24523;8083;NULL;4
24524;11701;NULL;4
24525;16314;NULL;6
24526;13321;NULL;4
24527;13286;NULL;4
24528;10434;NULL;4
24529;15336;NULL;4
24530;8064;NULL;1
24531;5054;NULL;8
24532;20181;NULL;8
24533;13600;NULL;10
24534;12000;NULL;10
24535;1747;NULL;7
24536;19757;NULL;8
24537;19738;NULL;10
24538;6126;NULL;7
24539;13467;NULL;7
24540;6221;NULL;10
24541;1748;NULL;10
24542;10090;NULL;7
24543;10954;NULL;7
24544;15989;NULL;8
24545;19431;NULL;10
24546;5243;NULL;10
24547;18826;NULL;8
24548;20749;NULL;8
24549;5616;NULL;10
24550;18173;NULL;10
24551;16134;NULL;7
24552;11825;NULL;7
24553;8438;NULL;8
24554;9758;NULL;10
24555;11304;NULL;10
24556;5859;NULL;7
24557;7705;NULL;10
24558;7909;NULL;10
24559;7136;NULL;7
24560;18993;NULL;7
24561;1749;NULL;8
24562;15616;NULL;8
24563;3191;NULL;8
24564;17061;NULL;8
24565;6735;NULL;8
24566;16568;NULL;10
24567;16633;NULL;7
24568;16478;NULL;10
24569;16028;NULL;10
24570;17420;NULL;7
24571;14812;NULL;7
24572;9967;NULL;8
24573;13506;NULL;10
24574;16645;NULL;10
24575;10022;NULL;10
24576;5430;NULL;10
24577;9353;NULL;10
24578;10612;NULL;7
24579;12847;NULL;8
24580;18104;NULL;8
24581;7743;NULL;10
24582;10042;NULL;10
24583;11086;NULL;10
24584;5593;NULL;9
24585;2851;NULL;9
24586;16888;NULL;9
24587;5026;NULL;9
24588;19929;NULL;9
24589;2396;NULL;9
24590;18652;NULL;9
24591;20252;NULL;9
24592;10291;NULL;9
24593;20047;NULL;9
24594;8216;NULL;9
24595;17097;NULL;9
24596;2637;NULL;9
24597;14413;NULL;9
24598;1750;NULL;9
24599;7615;NULL;9
24600;2417;NULL;9
24601;18745;NULL;9
24602;3995;NULL;9
24603;5419;NULL;9
24604;4403;NULL;9
24605;13223;NULL;9
24606;8915;NULL;9
24607;6285;NULL;9
24608;16355;NULL;9
24609;11430;NULL;9
24610;15785;NULL;9
24611;11731;NULL;9
24612;4331;NULL;9
24613;18625;NULL;9
24614;20667;NULL;9
24615;20709;NULL;9
24616;9181;NULL;4
24617;16493;NULL;1
24618;19526;NULL;4
24619;7990;NULL;4
24620;19300;NULL;4
24621;20337;NULL;6
24622;4182;NULL;1
24623;6093;NULL;1
24624;8789;NULL;4
24625;3651;NULL;6
24626;13985;NULL;4
24627;15704;NULL;6
24628;18148;NULL;4
24629;13959;NULL;4
24630;19211;NULL;6
24631;13037;NULL;4
24632;8360;NULL;1
24633;14925;NULL;1
24634;20775;NULL;1
24635;3298;NULL;4
24636;3639;NULL;1
24637;5953;NULL;6
24638;10604;NULL;4
24639;4700;NULL;6
24640;2419;NULL;4
24641;12625;NULL;4
24642;13660;NULL;1
24643;9749;NULL;4
24644;17750;NULL;4
24645;15089;NULL;1
24646;15098;NULL;6
24647;5656;NULL;6
24648;10497;NULL;4
24649;5497;NULL;6
24650;10317;NULL;4
24651;12972;NULL;1
24652;5106;NULL;1
24653;19430;NULL;1
24654;7792;NULL;4
24655;3576;NULL;4
24656;11047;NULL;4
24657;20161;NULL;1
24658;10065;NULL;1
24659;10674;NULL;6
24660;3665;NULL;4
24661;12317;NULL;6
24662;7686;NULL;4
24663;9652;NULL;6
24664;13884;NULL;6
24665;8704;NULL;6
24666;12297;NULL;6
24667;20333;NULL;1
24668;16331;NULL;4
24669;4443;NULL;4
24670;7605;NULL;4
24671;6755;NULL;6
24672;14927;NULL;1
24673;8545;NULL;4
24674;6993;NULL;4
24675;16363;NULL;4
24676;4045;NULL;1
24677;4178;NULL;4
24678;5948;NULL;4
24679;3794;NULL;4
24680;5700;NULL;4
24681;8823;NULL;4
24682;9097;NULL;6
24683;20051;NULL;4
24684;4860;NULL;4
24685;5174;NULL;4
24686;8827;NULL;4
24687;7177;NULL;1
24688;12581;NULL;4
24689;17659;NULL;10
24690;6758;NULL;8
24691;10664;NULL;8
24692;2407;NULL;8
24693;2768;NULL;7
24694;6761;NULL;8
24695;12688;NULL;7
24696;8612;NULL;8
24697;15946;NULL;10
24698;4201;NULL;8
24699;9927;NULL;10
24700;19021;NULL;7
24701;3882;NULL;7
24702;10567;NULL;10
24703;17693;NULL;10
24704;15856;NULL;8
24705;1751;NULL;10
24706;7610;NULL;8
24707;17099;NULL;7
24708;20472;NULL;7
24709;15465;NULL;7
24710;18838;NULL;8
24711;9889;NULL;8
24712;4494;NULL;10
24713;14166;NULL;7
24714;18921;NULL;10
24715;12136;NULL;7
24716;13429;NULL;8
24717;15623;NULL;8
24718;4293;NULL;8
24719;17779;NULL;8
24720;9783;NULL;10
24721;5778;NULL;10
24722;6034;NULL;8
24723;3581;NULL;8
24724;2807;NULL;7
24725;10402;NULL;1
24726;7072;NULL;1
24727;7152;NULL;1
24728;20436;NULL;4
24729;15094;NULL;6
24730;18608;NULL;6
24731;16532;NULL;6
24732;3757;NULL;1
24733;5103;NULL;6
24734;16037;NULL;1
24735;13082;NULL;4
24736;8291;NULL;1
24737;8873;NULL;1
24738;12274;NULL;4
24739;14277;NULL;4
24740;8414;NULL;1
24741;7182;NULL;1
24742;19724;NULL;4
24743;20293;NULL;1
24744;9336;NULL;6
24745;20468;NULL;4
24746;13900;NULL;6
24747;12951;NULL;4
24748;15748;NULL;6
24749;11134;NULL;4
24750;20064;NULL;4
24751;8599;NULL;1
24752;17463;NULL;1
24753;13734;NULL;4
24754;3387;NULL;4
24755;16554;NULL;6
24756;14991;NULL;4
24757;11985;NULL;6
24758;10302;NULL;1
24759;9467;NULL;6
24760;13326;NULL;1
24761;14470;NULL;4
24762;12036;NULL;1
24763;3886;NULL;6
24764;3968;NULL;1
24765;20742;NULL;1
24766;18163;NULL;1
24767;11639;NULL;1
24768;5137;NULL;4
24769;9340;NULL;4
24770;17202;NULL;4
24771;17856;NULL;6
24772;6065;NULL;4
24773;19583;NULL;6
24774;13428;NULL;1
24775;2823;NULL;4
24776;12529;NULL;4
24777;16902;NULL;4
24778;16244;NULL;6
24779;11201;NULL;1
24780;10878;NULL;1
24781;7173;NULL;6
24782;19887;NULL;4
24783;3769;NULL;4
24784;19119;NULL;4
24785;15331;NULL;1
24786;10283;NULL;6
24787;8411;NULL;1
24788;12561;NULL;1
24789;11876;NULL;4
24790;9903;NULL;4
24791;15232;NULL;1
24792;4078;NULL;4
24793;14957;NULL;4
24794;15273;NULL;1
24795;10737;NULL;1
24796;3525;NULL;4
24797;6966;NULL;1
24798;14439;NULL;1
24799;19854;NULL;4
24800;5043;NULL;1
24801;15153;NULL;1
24802;16915;NULL;4
24803;3687;NULL;1
24804;8489;NULL;4
24805;4644;NULL;6
24806;7841;NULL;4
24807;14365;NULL;4
24808;15906;NULL;4
24809;11532;NULL;4
24810;20133;NULL;4
24811;8323;NULL;4
24812;15889;NULL;4
24813;6979;NULL;4
24814;5849;NULL;1
24815;11833;NULL;4
24816;19044;NULL;6
24817;19399;NULL;6
24818;15788;NULL;1
24819;5227;NULL;1
24820;18141;NULL;1
24821;7350;NULL;1
24822;9216;NULL;4
24823;17953;NULL;4
24824;7602;NULL;6
24825;8042;NULL;6
24826;13781;NULL;1
24827;18309;NULL;4
24828;9131;NULL;4
24829;6497;NULL;4
24830;2779;NULL;1
24831;5357;NULL;4
24832;11191;NULL;6
24833;9779;NULL;7
24834;17280;NULL;8
24835;14935;NULL;10
24836;12159;NULL;7
24837;3783;NULL;8
24838;16801;NULL;8
24839;11925;NULL;8
24840;3858;NULL;10
24841;5077;NULL;7
24842;13766;NULL;7
24843;3929;NULL;8
24844;3240;NULL;7
24845;6789;NULL;7
24846;17391;NULL;8
24847;8485;NULL;10
24848;18050;NULL;8
24849;19212;NULL;7
24850;7998;NULL;8
24851;18545;NULL;10
24852;7564;NULL;10
24853;13557;NULL;10
24854;19548;NULL;8
24855;10596;NULL;8
24856;17798;NULL;8
24857;3661;NULL;10
24858;9154;NULL;10
24859;3814;NULL;10
24860;19436;NULL;10
24861;3091;NULL;7
24862;13030;NULL;7
24863;18110;NULL;7
24864;18057;NULL;8
24865;12603;NULL;10
24866;12560;NULL;7
24867;6107;NULL;8
24868;5657;NULL;10
24869;1752;NULL;10
24870;3546;NULL;10
24871;16503;NULL;7
24872;12021;NULL;7
24873;11941;NULL;8
24874;13934;NULL;7
24875;5606;NULL;8
24876;2926;NULL;8
24877;5756;NULL;7
24878;17638;NULL;7
24879;13847;NULL;8
24880;3022;NULL;10
24881;8653;NULL;10
24882;10594;NULL;7
24883;17598;NULL;8
24884;8977;NULL;9
24885;20452;NULL;9
24886;14059;NULL;9
24887;5355;NULL;9
24888;11109;NULL;9
24889;12092;NULL;9
24890;15353;NULL;9
24891;4771;NULL;9
24892;10952;NULL;9
24893;5175;NULL;9
24894;9455;NULL;9
24895;13453;NULL;9
24896;15167;NULL;9
24897;5716;NULL;9
24898;7144;NULL;9
24899;17960;NULL;9
24900;9663;NULL;9
24901;6995;NULL;9
24902;19801;NULL;9
24903;16439;NULL;9
24904;12971;NULL;9
24905;16525;NULL;9
24906;4678;NULL;9
24907;19128;NULL;9
24908;15712;NULL;9
24909;9272;NULL;9
24910;8066;NULL;9
24911;16741;NULL;9
24912;17353;NULL;9
24913;16510;NULL;9
24914;2636;NULL;9
24915;4021;NULL;9
24916;16564;NULL;9
24917;10937;NULL;9
24918;12240;NULL;9
24919;16958;NULL;9
24920;20734;NULL;9
24921;18271;NULL;9
24922;17303;NULL;9
24923;9641;NULL;9
24924;5093;NULL;9
24925;3012;NULL;4
24926;15981;NULL;4
24927;11139;NULL;1
24928;17071;NULL;4
24929;15180;NULL;1
24930;12068;NULL;4
24931;11716;NULL;1
24932;5081;NULL;4
24933;7682;NULL;4
24934;19817;NULL;4
24935;6383;NULL;4
24936;16631;NULL;1
24937;9298;NULL;1
24938;11063;NULL;1
24939;12657;NULL;6
24940;3859;NULL;4
24941;3777;NULL;1
24942;14018;NULL;4
24943;8359;NULL;1
24944;18910;NULL;4
24945;17766;NULL;1
24946;12631;NULL;4
24947;16096;NULL;6
24948;16389;NULL;4
24949;14875;NULL;1
24950;3139;NULL;4
24951;14318;NULL;4
24952;3039;NULL;1
24953;16746;NULL;1
24954;6407;NULL;4
24955;20061;NULL;4
24956;8641;NULL;4
24957;3638;NULL;4
24958;11891;NULL;4
24959;14340;NULL;4
24960;19220;NULL;6
24961;2797;NULL;1
24962;6442;NULL;1
24963;2482;NULL;4
24964;12376;NULL;1
24965;6632;NULL;1
24966;8420;NULL;1
24967;19796;NULL;6
24968;4465;NULL;1
24969;7418;NULL;1
24970;4186;NULL;1
24971;17540;NULL;4
24972;4254;NULL;4
24973;8934;NULL;4
24974;5060;NULL;4
24975;20370;NULL;6
24976;3081;NULL;6
24977;10218;NULL;6
24978;9447;NULL;1
24979;10304;NULL;1
24980;9693;NULL;4
24981;17266;NULL;1
24982;4961;NULL;4
24983;20745;NULL;4
24984;18404;NULL;4
24985;9676;NULL;4
24986;7531;NULL;6
24987;16090;NULL;4
24988;12739;NULL;4
24989;8218;NULL;1
24990;15797;NULL;4
24991;5111;NULL;1
24992;7835;NULL;4
24993;6930;NULL;4
24994;19019;NULL;4
24995;8223;NULL;6
24996;18308;NULL;4
24997;4372;NULL;4
24998;11777;NULL;4
24999;17095;NULL;4
25000;9630;NULL;1
25001;12633;NULL;9
25002;15665;NULL;6
25003;12888;NULL;1
25004;17844;NULL;1
25005;11709;NULL;1
25006;8776;NULL;1
25007;20169;NULL;4
25008;3422;NULL;4
25009;18748;NULL;9
25010;16461;NULL;9
25011;12149;NULL;9
25012;19052;NULL;9
25013;17120;NULL;9
25014;15439;NULL;4
25015;9093;NULL;4
25016;5904;NULL;6
25017;8726;NULL;9
25018;4801;NULL;4
25019;16446;NULL;9
25020;14700;NULL;9
25021;13193;NULL;9
25022;19684;NULL;9
25023;10026;NULL;4
25024;13998;NULL;4
25025;13168;NULL;4
25026;17145;NULL;9
25027;10605;NULL;9
25028;15386;NULL;9
25029;6607;NULL;9
25030;5525;NULL;9
25031;19692;NULL;9
25032;10599;NULL;9
25033;12704;NULL;9
25034;14353;NULL;9
25035;5747;NULL;9
25036;11451;NULL;9
25037;4284;NULL;9
25038;10857;NULL;1
25039;12020;NULL;1
25040;13330;NULL;1
25041;16073;NULL;1
25042;8923;NULL;4
25043;14654;NULL;4
25044;19499;NULL;4
25045;7800;NULL;1
25046;5548;NULL;6
25047;12829;NULL;4
25048;3629;NULL;6
25049;17802;NULL;4
25050;5612;NULL;4
25051;5045;NULL;9
25052;17654;NULL;9
25053;13501;NULL;9
25054;14530;NULL;9
25055;19281;NULL;9
25056;9143;NULL;9
25057;7689;NULL;9
25058;20481;NULL;9
25059;14903;NULL;1
25060;17318;NULL;4
25061;20409;NULL;6
25062;10974;NULL;6
25063;18480;NULL;1
25064;17624;NULL;4
25065;5685;NULL;1
25066;4869;NULL;6
25067;7584;NULL;1
25068;6191;NULL;4
25069;14140;NULL;1
25070;16813;NULL;6
25071;2716;NULL;4
25072;20125;NULL;1
25073;9470;NULL;1
25074;12379;NULL;1
25075;12389;NULL;4
25076;19963;NULL;4
25077;3781;NULL;1
25078;6346;NULL;4
25079;7367;NULL;1
25080;7068;NULL;4
25081;9026;NULL;4
25082;18281;NULL;4
25083;12706;NULL;4
25084;14042;NULL;1
25085;15406;NULL;4
25086;19811;NULL;4
25087;3790;NULL;1
25088;19384;NULL;4
25089;11386;NULL;1
25090;8183;NULL;6
25091;5551;NULL;4
25092;12243;NULL;4
25093;12510;NULL;6
25094;4854;NULL;6
25095;5273;NULL;6
25096;19427;NULL;1
25097;13125;NULL;1
25098;6454;NULL;1
25099;7597;NULL;4
25100;2503;NULL;6
25101;3807;NULL;6
25102;3098;NULL;4
25103;7934;NULL;4
25104;9776;NULL;6
25105;3791;NULL;4
25106;5360;NULL;9
25107;14538;NULL;9
25108;19033;NULL;9
25109;14612;NULL;9
25110;10461;NULL;9
25111;9239;NULL;9
25112;5027;NULL;9
25113;18170;NULL;9
25114;20040;NULL;9
25115;19469;NULL;9
25116;20164;NULL;9
25117;4550;NULL;9
25118;10761;NULL;9
25119;9759;NULL;9
25120;15284;NULL;9
25121;17756;NULL;9
25122;17760;NULL;9
25123;8502;NULL;9
25124;20493;NULL;9
25125;18136;NULL;9
25126;19360;NULL;9
25127;8766;NULL;9
25128;4080;NULL;9
25129;15859;NULL;9
25130;6560;NULL;9
25131;11832;NULL;9
25132;20650;NULL;9
25133;6311;NULL;9
25134;19529;NULL;9
25135;17846;NULL;9
25136;11249;NULL;9
25137;4448;NULL;9
25138;13989;NULL;9
25139;1753;NULL;9
25140;3361;NULL;9
25141;13595;NULL;10
25142;7661;NULL;7
25143;20069;NULL;7
25144;15902;NULL;8
25145;12580;NULL;8
25146;13263;NULL;1
25147;12367;NULL;6
25148;6564;NULL;4
25149;12550;NULL;1
25150;4379;NULL;4
25151;19862;NULL;4
25152;3254;NULL;4
25153;6546;NULL;1
25154;14636;NULL;4
25155;13896;NULL;4
25156;8181;NULL;4
25157;11485;NULL;6
25158;3119;NULL;1
25159;8949;NULL;1
25160;9438;NULL;1
25161;2588;NULL;4
25162;15326;NULL;4
25163;2757;NULL;4
25164;15589;NULL;4
25165;12413;NULL;4
25166;13551;NULL;4
25167;5899;NULL;4
25168;14556;NULL;4
25169;14391;NULL;4
25170;17688;NULL;1
25171;18256;NULL;1
25172;14471;NULL;4
25173;9492;NULL;6
25174;19545;NULL;1
25175;5976;NULL;1
25176;13647;NULL;4
25177;6600;NULL;6
25178;19833;NULL;1
25179;4091;NULL;1
25180;7454;NULL;1
25181;14328;NULL;1
25182;2748;NULL;1
25183;18734;NULL;1
25184;20411;NULL;4
25185;9144;NULL;4
25186;7138;NULL;4
25187;10142;NULL;1
25188;5824;NULL;6
25189;12936;NULL;1
25190;8998;NULL;1
25191;6260;NULL;4
25192;6257;NULL;1
25193;3084;NULL;1
25194;8723;NULL;1
25195;10711;NULL;4
25196;5522;NULL;6
25197;5742;NULL;4
25198;8312;NULL;4
25199;5764;NULL;4
25200;17733;NULL;1
25201;16253;NULL;4
25202;17082;NULL;1
25203;6774;NULL;4
25204;7541;NULL;4
25205;18251;NULL;4
25206;6568;NULL;4
25207;11490;NULL;1
25208;18489;NULL;4
25209;11890;NULL;6
25210;19907;NULL;9
25211;15585;NULL;9
25212;6602;NULL;9
25213;6190;NULL;9
25214;13315;NULL;9
25215;10385;NULL;9
25216;15509;NULL;9
25217;19501;NULL;9
25218;11357;NULL;9
25219;3498;NULL;9
25220;12239;NULL;9
25221;2487;NULL;9
25222;11894;NULL;9
25223;6984;NULL;9
25224;20498;NULL;9
25225;19782;NULL;9
25226;6186;NULL;9
25227;12538;NULL;9
25228;9427;NULL;9
25229;5922;NULL;9
25230;9949;NULL;9
25231;11757;NULL;9
25232;16114;NULL;9
25233;14912;NULL;9
25234;19537;NULL;9
25235;13775;NULL;9
25236;14838;NULL;9
25237;13251;NULL;9
25238;16101;NULL;9
25239;2522;NULL;9
25240;11767;NULL;9
25241;5492;NULL;9
25242;17780;NULL;9
25243;8482;NULL;9
25244;10266;NULL;9
25245;2484;NULL;9
25246;13443;NULL;9
25247;19843;NULL;9
25248;16239;NULL;9
25249;2789;NULL;9
25250;18436;NULL;9
25251;3367;NULL;9
25252;11781;NULL;9
25253;17985;NULL;1
25254;17388;NULL;1
25255;5926;NULL;4
25256;16682;NULL;6
25257;2898;NULL;4
25258;14591;NULL;4
25259;17939;NULL;1
25260;14887;NULL;1
25261;5066;NULL;4
25262;16044;NULL;9
25263;6047;NULL;9
25264;13693;NULL;4
25265;12267;NULL;6
25266;10471;NULL;9
25267;10900;NULL;9
25268;9457;NULL;9
25269;10412;NULL;9
25270;16321;NULL;9
25271;16808;NULL;9
25272;13154;NULL;9
25273;5162;NULL;9
25274;12523;NULL;1
25275;7864;NULL;1
25276;8437;NULL;1
25277;8032;NULL;4
25278;19265;NULL;4
25279;6855;NULL;4
25280;12980;NULL;4
25281;4017;NULL;1
25282;15876;NULL;4
25283;8573;NULL;4
25284;10032;NULL;4
25285;17281;NULL;1
25286;7017;NULL;4
25287;8069;NULL;6
25288;6873;NULL;6
25289;2999;NULL;1
25290;16519;NULL;1
25291;7087;NULL;1
25292;5055;NULL;4
25293;5299;NULL;1
25294;8521;NULL;9
25295;20345;NULL;9
25296;9459;NULL;7
25297;4321;NULL;8
25298;3591;NULL;10
25299;14715;NULL;7
25300;14651;NULL;8
25301;9539;NULL;10
25302;15935;NULL;8
25303;4020;NULL;8
25304;11287;NULL;10
25305;8207;NULL;8
25306;5722;NULL;8
25307;5858;NULL;8
25308;20652;NULL;10
25309;17402;NULL;8
25310;18185;NULL;8
25311;2385;NULL;7
25312;19295;NULL;10
25313;12823;NULL;10
25314;15035;NULL;7
25315;14795;NULL;10
25316;5586;NULL;7
25317;2991;NULL;8
25318;17887;NULL;8
25319;11189;NULL;7
25320;19966;NULL;7
25321;2580;NULL;7
25322;16225;NULL;8
25323;14844;NULL;8
25324;17287;NULL;10
25325;3822;NULL;10
25326;16720;NULL;7
25327;5248;NULL;6
25328;19737;NULL;6
25329;6352;NULL;4
25330;12503;NULL;4
25331;17621;NULL;6
25332;5352;NULL;6
25333;6141;NULL;1
25334;13849;NULL;1
25335;3842;NULL;6
25336;15507;NULL;1
25337;19155;NULL;1
25338;15878;NULL;1
25339;15226;NULL;4
25340;14020;NULL;6
25341;20555;NULL;4
25342;4346;NULL;1
25343;13052;NULL;4
25344;16873;NULL;1
25345;19352;NULL;4
25346;4751;NULL;1
25347;20344;NULL;6
25348;7644;NULL;4
25349;6196;NULL;6
25350;6623;NULL;4
25351;9677;NULL;1
25352;18441;NULL;1
25353;9464;NULL;1
25354;5805;NULL;4
25355;5076;NULL;1
25356;17622;NULL;1
25357;13846;NULL;4
25358;8146;NULL;1
25359;16966;NULL;4
25360;14596;NULL;4
25361;3414;NULL;6
25362;8863;NULL;4
25363;8271;NULL;6
25364;15365;NULL;1
25365;3340;NULL;4
25366;15174;NULL;4
25367;3940;NULL;6
25368;4195;NULL;1
25369;14771;NULL;4
25370;8868;NULL;1
25371;14994;NULL;6
25372;17869;NULL;4
25373;16614;NULL;4
25374;7441;NULL;4
25375;13255;NULL;4
25376;12782;NULL;4
25377;11635;NULL;4
25378;10177;NULL;1
25379;10989;NULL;1
25380;13983;NULL;1
25381;6988;NULL;4
25382;13786;NULL;4
25383;17719;NULL;1
25384;3235;NULL;4
25385;20037;NULL;4
25386;12756;NULL;4
25387;3097;NULL;1
25388;6490;NULL;4
25389;13964;NULL;4
25390;12531;NULL;4
25391;20670;NULL;4
25392;18922;NULL;1
25393;14819;NULL;6
25394;18322;NULL;1
25395;7787;NULL;1
25396;14582;NULL;4
25397;13908;NULL;4
25398;17357;NULL;4
25399;18197;NULL;4
25400;5786;NULL;4
25401;16800;NULL;4
25402;3276;NULL;1
25403;11417;NULL;4
25404;17238;NULL;4
25405;6931;NULL;1
25406;16304;NULL;4
25407;17210;NULL;1
25408;17405;NULL;6
25409;6738;NULL;4
25410;20581;NULL;4
25411;7376;NULL;4
25412;18717;NULL;1
25413;8907;NULL;1
25414;19599;NULL;4
25415;15626;NULL;4
25416;5185;NULL;4
25417;8730;NULL;4
25418;7125;NULL;4
25419;16985;NULL;4
25420;10168;NULL;1
25421;4638;NULL;1
25422;17096;NULL;4
25423;5404;NULL;4
25424;4759;NULL;1
25425;7040;NULL;4
25426;12882;NULL;4
25427;12722;NULL;4
25428;19442;NULL;1
25429;15421;NULL;4
25430;11563;NULL;4
25431;7277;NULL;4
25432;15847;NULL;4
25433;7050;NULL;6
25434;16637;NULL;4
25435;9581;NULL;1
25436;20065;NULL;4
25437;5245;NULL;6
25438;3701;NULL;1
25439;18318;NULL;4
25440;16082;NULL;4
25441;2408;NULL;4
25442;4405;NULL;7
25443;17593;NULL;8
25444;7223;NULL;8
25445;19591;NULL;8
25446;19709;NULL;10
25447;11112;NULL;10
25448;2980;NULL;10
25449;6912;NULL;8
25450;9547;NULL;8
25451;8296;NULL;8
25452;2478;NULL;7
25453;9198;NULL;10
25454;17213;NULL;10
25455;18325;NULL;8
25456;19948;NULL;7
25457;10171;NULL;7
25458;10819;NULL;7
25459;20114;NULL;8
25460;12018;NULL;8
25461;3909;NULL;7
25462;14465;NULL;8
25463;4095;NULL;7
25464;17311;NULL;7
25465;8108;NULL;10
25466;10407;NULL;7
25467;15801;NULL;10
25468;14244;NULL;8
25469;4901;NULL;7
25470;10243;NULL;10
25471;13141;NULL;7
25472;8224;NULL;8
25473;20591;NULL;7
25474;15629;NULL;10
25475;11501;NULL;7
25476;17403;NULL;7
25477;19587;NULL;10
25478;20530;NULL;7
25479;16033;NULL;7
25480;4081;NULL;10
25481;4790;NULL;10
25482;20056;NULL;10
25483;17916;NULL;7
25484;10580;NULL;7
25485;14834;NULL;7
25486;8163;NULL;8
25487;9051;NULL;8
25488;12165;NULL;10
25489;9378;NULL;10
25490;4710;NULL;7
25491;17372;NULL;7
25492;9496;NULL;8
25493;15607;NULL;10
25494;14398;NULL;7
25495;8668;NULL;7
25496;7659;NULL;7
25497;14375;NULL;8
25498;19361;NULL;8
25499;10598;NULL;10
25500;18518;NULL;10
25501;20382;NULL;10
25502;8318;NULL;10
25503;4573;NULL;7
25504;9155;NULL;8
25505;18254;NULL;10
25506;8758;NULL;10
25507;5038;NULL;7
25508;9219;NULL;8
25509;13941;NULL;8
25510;9274;NULL;10
25511;18938;NULL;10
25512;4944;NULL;10
25513;11332;NULL;7
25514;8253;NULL;7
25515;19976;NULL;7
25516;6175;NULL;8
25517;9184;NULL;7
25518;12696;NULL;7
25519;17721;NULL;7
25520;16775;NULL;7
25521;19444;NULL;8
25522;16324;NULL;8
25523;17841;NULL;10
25524;17119;NULL;8
25525;15255;NULL;8
25526;6980;NULL;8
25527;17349;NULL;7
25528;7627;NULL;8
25529;14251;NULL;8
25530;10743;NULL;8
25531;9626;NULL;10
25532;4226;NULL;7
25533;5006;NULL;8
25534;19171;NULL;7
25535;18481;NULL;7
25536;9840;NULL;8
25537;16070;NULL;10
25538;2733;NULL;7
25539;14555;NULL;7
25540;13679;NULL;7
25541;19018;NULL;8
25542;10773;NULL;7
25543;6392;NULL;8
25544;7837;NULL;10
25545;7550;NULL;10
25546;11711;NULL;10
25547;7515;NULL;10
25548;12316;NULL;8
25549;7171;NULL;7
25550;14218;NULL;8
25551;11814;NULL;8
25552;8672;NULL;8
25553;19506;NULL;10
25554;8043;NULL;7
25555;4740;NULL;9
25556;18686;NULL;9
25557;6802;NULL;9
25558;18380;NULL;9
25559;15829;NULL;9
25560;6131;NULL;9
25561;5377;NULL;9
25562;3696;NULL;9
25563;18764;NULL;9
25564;3893;NULL;9
25565;15875;NULL;9
25566;6307;NULL;9
25567;17924;NULL;9
25568;11342;NULL;9
25569;18375;NULL;7
25570;13105;NULL;7
25571;4570;NULL;8
25572;15872;NULL;10
25573;4960;NULL;10
25574;20303;NULL;7
25575;16161;NULL;8
25576;8820;NULL;10
25577;17023;NULL;10
25578;15234;NULL;10
25579;16008;NULL;7
25580;10936;NULL;7
25581;12732;NULL;8
25582;5196;NULL;10
25583;9941;NULL;8
25584;7459;NULL;10
