salesorderid;revisionnumber;orderdate;duedate;shipdate;status;onlineorderflag;purchaseordernumber;accountnumber;customerid;territoryid;shiptoaddressid;creditcardid;subtotal;taxamt;freight;totaldue;comment
69357;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-011566;11566;7;29648;NULL;7;1;0;80444;NULL
69358;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-014119;14119;6;17484;17837;75;59984;18745;828529;NULL
69359;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-014906;14906;6;15190;9284;75;59984;18745;828529;NULL
69360;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-013587;13587;8;28807;14121;78;62784;1962;867204;NULL
69361;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-012312;12312;7;14442;982;35;27992;1;38664;NULL
69362;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-011586;11586;10;15659;7211;9;1;0;9934;NULL
69363;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-012590;12590;10;25908;2176;9;1;0;9934;NULL
69364;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-019842;19842;1;18710;3284;564;451408;141065;6235073;NULL
69365;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-022299;22299;6;24191;5272;567;453816;141818;6268334;NULL
69366;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-014915;14915;1;11955;6483;839;671584;20987;9276254;NULL
69367;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-016881;16881;4;20328;14873;2320;1855992;579998;2563589;NULL
69368;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-016833;16833;4;23748;8060;2344;1875168;58599;25900758;NULL
69369;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-016086;16086;4;23162;9777;2407;192556;601738;26596798;NULL
69370;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-016104;16104;1;19521;4551;2415;1931976;603743;26685419;NULL
69371;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-015227;15227;9;11874;15190;2420;1936368;605115;26746083;NULL
69372;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-026027;26027;9;17443;12862;1155;924384;28887;12768054;NULL
69373;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-029294;29294;9;18006;7309;554;443176;138493;6121369;NULL
69374;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-024274;24274;9;26180;5483;575;459984;143745;6353529;NULL
69375;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-021892;21892;9;22491;3669;2478;1982672;619585;27385657;NULL
69376;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-021568;21568;9;15382;9305;2478;1982592;61956;27384552;NULL
69377;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-021875;21875;9;13145;2878;2478;1982672;619585;27385657;NULL
69378;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-015590;15590;9;19955;3932;2391;191276;597738;26419998;NULL
69379;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-025996;25996;4;17879;10842;1224;979072;30596;13523432;NULL
69380;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-023867;23867;6;21688;13995;1224;979072;30596;13523432;NULL
69381;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-021587;21587;4;18609;3856;1155;924384;28887;12768054;NULL
69382;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-021281;21281;4;19185;15987;1129;903584;28237;12480754;NULL
69383;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-021475;21475;4;15878;17607;1148;918216;286943;12682859;NULL
69384;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-018556;18556;4;20301;18335;1701;1360792;425248;1879594;NULL
69385;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-024200;24200;10;18340;10717;1120;896392;280123;12381415;NULL
69386;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-028506;28506;7;12303;8504;1164;931576;291118;12867394;NULL
69387;8;30-03-2014 0:00;11-04-2014 0:00;06-04-2014 0:00;5;1;NULL;10-4030-012750;12750;7;24286;9999;603;482792;150873;6668565;NULL
69388;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO406136617;10-4020-000663;29542;8;752;12491;12104928;1314079;41065;13829657;NULL
69389;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO20039111182;10-4020-000065;29797;6;455;10662;5105568;4805584;1501745;57363009;NULL
69390;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO20242146443;10-4020-000390;30058;6;510;3088;26724;26368;1;301848;NULL
69391;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO19691125027;10-4020-000353;29620;6;503;5577;4256964;4074927;1273415;47917982;NULL
69392;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO20184195444;10-4020-000358;29908;10;654;1318;387918;379219;118506;4376905;NULL
69393;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO19923114948;10-4020-000018;29955;3;756;13712;321840288;31247603;9764876;362852767;NULL
69394;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO19546195663;10-4020-000206;29888;5;930;2364;23316246;22419591;7006122;262588173;NULL
69395;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO19053114181;10-4020-000178;29713;10;644;11622;891;855187;267246;10030633;NULL
69396;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO19227139814;10-4020-000210;29539;6;480;181;6187308;5860528;1831415;69565023;NULL
69397;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18879152551;10-4020-000064;29928;6;454;6280;26194974;25238927;7887165;295075832;NULL
69398;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO17632193764;10-4020-000028;29567;6;448;7527;869;80196;250612;9741472;NULL
69399;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO17661173810;10-4020-000264;30093;6;489;11050;287959976;27471052;8584704;324015732;NULL
69400;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO17806199596;10-4020-000101;29677;6;461;12554;2870952;2682487;838277;32230284;NULL
69401;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO17603155358;10-4020-000012;29627;6;447;15954;182209299;17285622;5401757;204896678;NULL
69402;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO16791116995;10-4020-000036;29961;2;758;3274;356898;352139;110044;4031163;NULL
69403;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO17255162361;10-4020-000080;29597;5;916;15195;2159352;2072978;647806;24314304;NULL
69404;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO16704110904;10-4020-000680;29984;7;713;8235;54542858;5117273;1599148;61259279;NULL
69405;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO16965195306;10-4020-000441;29519;5;957;2396;5997522;5737524;1792976;6750572;NULL
69406;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO16675181672;10-4020-000361;29907;1;872;8;331711091;31749346;9921671;373382108;NULL
69407;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO16878140338;10-4020-000115;29949;1;1008;6981;5294928;638487;199527;6132942;NULL
69408;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO16414161428;10-4020-000236;29997;1;859;15977;495227787;49290034;15403136;559920957;NULL
69409;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO16762188016;10-4020-000259;29865;4;1032;11840;6979656;6641488;2075465;78513513;NULL
69410;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO16820123881;10-4020-000213;29538;9;416;6306;19043112;18270159;5709425;214410704;NULL
69411;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO15921144493;10-4020-000077;29598;4;1000;15487;3793;3564117;1113787;42610504;NULL
69412;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO15689112657;10-4020-000328;30117;4;596;4623;611445956;58525959;18289362;688261277;NULL
69413;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO15631191114;10-4020-000043;29935;1;996;5570;257570601;25736624;8042695;29134992;NULL
69414;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO15283145065;10-4020-000363;29524;3;599;3756;32910642;31750233;9921948;370778601;NULL
69415;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO15080175978;10-4020-000283;29779;7;690;9386;12307134;11800704;368772;138559764;NULL
69416;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO15254137054;10-4020-000377;29684;3;795;3827;40064015;384104;1200325;4510538;NULL
69417;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO15196165910;10-4020-000258;30094;4;1031;3059;33513366;32241655;10075517;377450832;NULL
69418;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO15370180703;10-4020-000381;30055;3;601;14975;238927656;24786577;7745805;271460038;NULL
69419;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO15051119574;10-4020-000207;29540;5;931;17315;3773;3512815;1097755;4234337;NULL
69420;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO14529162389;10-4020-000289;29571;1;864;14363;1545;1467493;458592;17375785;NULL
69421;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO14587164345;10-4020-000199;29942;1;854;13035;26125854;25339448;7918578;294516566;NULL
69422;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO14500139823;10-4020-000650;30107;1;1099;6386;689254289;68025067;21257833;778537189;NULL
69423;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO14181174094;10-4020-000307;30024;1;866;7672;293958;254764;79614;3273958;NULL
69424;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO13601112941;10-4020-000310;30023;3;594;3453;740;632072;197523;8228495;NULL
69425;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO13572186086;10-4020-000527;30076;3;1076;4941;930282;917878;286837;10507535;NULL
69426;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO13427130433;10-4020-000638;30103;7;710;336;611715876;58609737;18315543;688641156;NULL
69427;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO13253141794;10-4020-000031;29777;7;676;4662;356898;352139;110044;4031163;NULL
69428;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO13282162060;10-4020-000157;29630;7;683;5589;923388;886452;277016;10397348;NULL
69429;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO13369166572;10-4020-000391;29899;7;696;12107;32625978;31371501;9803594;367434875;NULL
69430;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO13311147802;10-4020-000301;30026;7;691;2082;11747532;11280944;3525295;132281559;NULL
69431;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO13166196609;10-4020-000656;29977;7;711;1260;4298958;4111322;1284788;4838569;NULL
69432;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO12789195722;10-4020-000677;29983;6;554;15555;649;552988;172809;7217197;NULL
69433;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO13456135245;10-4020-000614;29564;7;708;10832;60916;59060162;18456301;686673663;NULL
69434;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO13079121079;10-4020-000554;29495;8;745;1970;2007;1980329;618853;22670082;NULL
69435;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO13108171449;10-4020-000103;30073;7;680;5804;26319786;25281467;7900459;296379786;NULL
69436;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO12731116523;10-4020-000247;29869;7;688;19174;2181;1994927;623415;24430742;NULL
69437;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO12702116983;10-4020-000175;29712;7;684;18231;831476449;82430584;25759558;939666591;NULL
69438;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO12006131752;10-4020-000270;30091;2;784;6005;72162;7;2225;81507;NULL
69439;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO12209167133;10-4020-000411;29657;9;427;15364;436908;431083;134713;4934876;NULL
69440;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO11629191677;10-4020-000396;30060;2;798;15155;577;556341;173857;6504898;NULL
69441;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO11745165450;10-4020-000097;29919;4;1005;13064;68203;65495248;20467265;767996613;NULL
69442;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO11658194725;10-4020-000233;29996;2;779;10395;309800885;30231673;9447398;349479956;NULL
69443;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO11542130895;10-4020-000062;29798;5;914;7667;13580442;13043404;4076064;152923888;NULL
69444;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO11368134457;10-4020-000687;29725;8;754;12648;352726228;34763951;10863735;398353914;NULL
69445;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO11281173752;10-4020-000068;29586;8;718;16467;6422;6131298;1916031;72269529;NULL
69446;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO10498138449;10-4020-000316;30021;6;496;14152;1712946;1613073;504085;19246618;NULL
69447;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO11223139140;10-4020-000632;30101;7;709;4855;335187528;33157167;10361615;37870631;NULL
69448;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO11020118669;10-4020-000336;29789;6;501;18316;18952116;18246835;5702136;213470131;NULL
69449;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO10266117370;10-4020-000393;30059;9;426;14595;32640528;31555823;9861195;367822298;NULL
69450;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO10121172172;10-4020-000684;29724;2;829;6126;35047644;33835159;10573487;394885086;NULL
69451;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO9918189570;10-4020-000260;29561;5;936;7777;50399166;48710511;15222035;567924206;NULL
69452;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO10150198555;10-4020-000009;29626;5;909;6863;33254748;331871;1037097;37610555;NULL
69453;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO609154424;10-4020-000492;29757;4;1070;13246;808728;700898;219031;9007209;NULL
69454;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO580171630;10-4020-000230;29995;8;727;4871;839679181;80583785;25182433;945445399;NULL
69455;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO638130338;10-4020-000280;29780;6;490;1699;2077;1904187;595059;23264646;NULL
69456;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO957172965;10-4020-000376;29904;10;655;15927;427151988;41742924;13044664;481939576;NULL
69457;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO1044146531;10-4020-000446;30086;8;739;10156;891;855187;267246;10030633;NULL
69458;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO754199287;10-4020-000645;29835;1;903;6083;461694;443226;138508;5198674;NULL
69459;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO1247182751;10-4020-000296;29691;5;940;15443;72894;71922;22476;823338;NULL
69460;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO1595193276;10-4020-000426;29601;6;516;3318;18057942;17393357;5435424;203408201;NULL
69461;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO1508119064;10-4020-000430;29618;10;658;17923;31964604;30485218;9526631;359657889;NULL
69462;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO1769122113;10-4020-000540;30009;2;814;5690;11012327;1055088;329715;12397;NULL
69463;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO2465114259;10-4020-000148;29583;3;576;4789;323994;311034;97198;3648172;NULL
69464;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO2668146931;10-4020-000535;29786;7;704;451;416727142;4076412;12738787;470230049;NULL
69465;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO2842153886;10-4020-000700;29817;5;987;13694;31001682;29587762;9246176;348850758;NULL
69466;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO2523169620;10-4020-000167;29716;4;1015;13468;32062032;30563076;9550961;360734357;NULL
69467;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO2871181396;10-4020-000522;30014;2;812;17185;11951688;11396171;3561303;134474354;NULL
69468;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO3074129578;10-4020-000237;29593;3;585;8522;14355564;2426062;758144;1753977;NULL
69469;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO19459142657;10-4020-000334;30115;6;499;18911;672294;645402;201688;757003;NULL
69470;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO19024173467;10-4020-000124;29952;10;641;2436;3061782;2939311;918535;34475666;NULL
69471;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18676191433;10-4020-000697;29818;1;1104;14559;929412222;95043643;29701138;1054157003;NULL
69472;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18734123537;10-4020-000449;30085;5;803;12671;963216;950373;296992;10879525;NULL
69473;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18792161947;10-4020-000378;30054;2;796;14226;17550912;2245153;70161;20497675;NULL
69474;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18560139140;10-4020-000531;30011;5;969;4459;9900;9470818;2959631;111434649;NULL
69475;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18618162557;10-4020-000605;29643;1;899;16192;57037067;5454;17044375;641957045;NULL
69476;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18183173614;10-4020-000667;29828;2;828;6183;3438279;3317033;1036573;38736396;NULL
69477;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18821146707;10-4020-000686;29986;7;714;12198;335952;291158;90987;3741665;NULL
69478;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18705185140;10-4020-000479;29895;6;524;3815;23913;22683563;7088613;268906676;NULL
69479;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18328116976;10-4020-000552;29911;6;538;4552;255738716;24276538;7586418;287601672;NULL
69480;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO15225149137;10-4020-000360;29517;3;794;10785;6078402;5997357;1874174;68655551;NULL
69481;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18386146324;10-4020-000558;29509;2;816;8979;2780778;2739814;856192;31403786;NULL
69482;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO18357170772;10-4020-000138;29666;6;468;7832;20373756;19463699;6082406;229283665;NULL
69483;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO14819165755;10-4020-000462;29766;6;522;10919;1376994;1321914;413098;15504952;NULL
69484;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO16907118424;10-4020-000217;29991;1;856;10453;1965;1874325;585727;22106752;NULL
69485;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO16211116121;10-4020-000099;29945;5;919;6777;33090168;3296065;103002;37416253;NULL
69486;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO15747152209;10-4020-000471;29764;4;611;11717;323994;311034;97198;3648172;NULL
69487;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO14007180551;10-4020-000056;29800;1;839;2780;5175852;4970761;1553363;58282644;NULL
69488;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO14558122038;10-4020-000002;29816;1;297;10004;764316;657607;205502;8506269;NULL
69489;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO14326153108;10-4020-000107;29675;2;765;18323;964722;914065;285645;1084693;NULL
69490;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO10991119950;10-4020-000570;29503;6;32;14963;1054938;1040872;325273;11915525;NULL
69491;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO12064111829;10-4020-000159;29556;9;413;11087;5058336;4852447;151639;56952197;NULL
69492;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO11252160870;10-4020-000606;29848;3;625;18493;606996;598903;187157;685602;NULL
69493;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO12383119310;10-4020-000089;29633;2;763;13923;53066375;5081966;1588115;59736456;NULL
69494;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO8323148459;10-4020-000211;29989;7;686;5033;31584;31163;1;356741;NULL
69495;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO12122175008;10-4020-000022;29569;3;562;13917;2402274;2368949;740297;27131986;NULL
69496;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO10208178066;10-4020-000134;30062;5;922;9141;356898;352139;110044;4031163;NULL
69497;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO8439178627;10-4020-000574;29857;10;666;18675;21576;18699;1;240303;NULL
69498;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO8758118867;10-4020-000683;29985;10;673;3157;1545;1467493;458592;17375785;NULL
69499;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO6264119172;10-4020-000593;29752;2;819;5995;20572464;239029;746966;2370972;NULL
69500;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO5742135829;10-4020-000541;29588;1;890;15842;12895668;2021761;63;15549229;NULL
69501;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO6525182870;10-4020-000345;29792;4;597;16976;356767764;34860355;10893861;40252198;NULL
69502;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO6293127965;10-4020-000612;29846;5;979;10234;1815;177302;554069;20478589;NULL
69503;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO5771124379;10-4020-000079;29924;3;1002;2504;615934153;58897336;18405417;693236906;NULL
69504;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO7250171109;10-4020-000410;29526;8;737;16441;13820766;13250155;4140674;155598489;NULL
69505;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO5684197579;10-4020-000385;29901;4;1053;9973;61404181;6006902;1877157;6928824;NULL
69506;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO3712113892;10-4020-000662;29979;7;712;8719;7099608;6756858;2111518;79864456;NULL
69507;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO6670113592;10-4020-000432;29731;2;802;161;6042;594369;1857403;68222893;NULL
69508;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO7627176234;10-4020-000433;29617;1;880;10270;106268238;101889222;31840382;1196411984;NULL
69509;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO4611111760;10-4020-000131;30063;4;1009;1444;29149092;28107222;8783507;328381649;NULL
69510;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO5568198481;10-4020-000422;29880;5;954;8663;3874062;360476;1126487;43471867;NULL
69511;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO5829113904;10-4020-000266;29609;8;729;17540;486425503;4651084;14534638;547470981;NULL
69512;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO7279111263;10-4020-000399;30061;4;603;2318;1336;1282781;400869;1504595;NULL
69513;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO7598121355;10-4020-000045;29963;5;913;8103;20699376;20096373;6280117;23337025;NULL
69514;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO4553146799;10-4020-000313;30022;4;1041;18386;3709;3532989;1104059;41722448;NULL
69515;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO6351170694;10-4020-000255;30095;4;587;13104;35131278;33807099;10564718;395684597;NULL
69516;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO5249115279;10-4020-000357;29516;9;424;11472;200052;197385;61683;2259588;NULL
69517;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO5655130015;10-4020-000563;29506;4;1082;11434;2909736;2859062;893457;32849879;NULL
69518;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO5800191682;10-4020-000063;29968;5;915;13420;335794416;32722141;10225669;378742226;NULL
69519;8;31-03-2014 0:00;12-04-2014 0:00;07-04-2014 0:00;5;0;PO3335119846;10-4020-000152;29640;5;924;5751;672294;645402;201688;757003;NULL
